customer_id,customer_segment,city,state,registration_date,customer_status,preferred_contact_method,loyalty_tier,churn_risk_score,customer_value_score,satisfaction_score
CUS-10311,Family,Wagnerchester,CT,2023-12-12,Active,SMS,Silver,69,73,71
CUS-10312,Individual,Port Dianaside,VA,2023-08-21,Active,Email,Silver,51,59,56
CUS-10313,Family,South Shannon,IN,2024-01-19,Active,SMS,Platinum,33,93,90
CUS-10314,Individual,Morganmouth,MO,2024-11-04,Active,Email,Bronze,79,49,82
CUS-10315,Family,Blairmouth,NE,2021-08-27,Active,Email,Silver,55,78,80
CUS-10316,Individual,Elizabethstad,FL,2025-04-16,Active,Email,Gold,56,70,90
CUS-10317,Individual,Jonesland,CO,2024-02-09,Active,Email,Gold,41,58,96
CUS-10318,Student,Davisstad,AS,2025-05-14,Active,Email,Gold,70,41,56
CUS-10319,Individual,New Brian,OH,2024-09-21,Active,Email,Bronze,33,47,83
CUS-10320,Individual,Elizabethchester,MI,2023-06-19,Active,SMS,Platinum,52,80,61
CUS-10321,Individual,Parrishton,LA,2023-02-03,Active,Email,Gold,33,65,65
CUS-10322,Individual,Michaelshire,NY,2023-11-30,Active,SMS,Platinum,16,67,100
CUS-10323,Individual,East Diane,IN,2021-01-28,Active,Email,Silver,50,64,55
CUS-10324,Individual,West Meganstad,DE,2022-04-11,Active,Email,Gold,14,61,70
CUS-10325,Individual,Audreychester,PR,2022-02-15,Active,Email,Gold,38,64,68
CUS-10326,Individual,New Sarahview,AK,2022-06-07,Active,Email,Platinum,2,84,72
CUS-10327,Individual,West Jacqueline,ME,2025-01-19,Active,SMS,Silver,22,42,73
CUS-10328,Business,Michaelburgh,VI,2023-02-28,Active,Email,Platinum,1,100,100
CUS-10329,Individual,New Diane,CA,2024-08-07,Active,Email,Bronze,30,50,69
CUS-10330,Individual,Lake Cynthia,AK,2024-10-05,Active,SMS,Bronze,68,35,52
CUS-10331,Individual,Lake Alyssafurt,MT,2021-12-09,Active,Email,Platinum,14,89,100
CUS-10332,Student,Petersonstad,ME,2022-03-23,Suspended,Email,Gold,85,63,54
CUS-10333,Individual,Kimberlyshire,PA,2023-02-06,Inactive,Email,Silver,81,58,49
CUS-10334,Family,North Ericton,TX,2021-08-27,Active,Phone,Bronze,11,73,98
CUS-10335,Individual,West Scottchester,NM,2022-03-08,Active,Email,Bronze,24,53,79
CUS-10336,Family,Perryborough,WV,2020-07-28,Active,Email,Gold,25,100,91
CUS-10337,Individual,West Russellport,TX,2020-07-02,Active,Email,Gold,10,76,68
CUS-10338,Individual,Roseport,AZ,2022-03-05,Active,Phone,Gold,10,77,100
CUS-10339,Individual,South Tracey,AR,2022-02-18,Active,Email,Silver,13,51,68
CUS-10340,Individual,East Kevinborough,WI,2022-05-12,Active,Phone,Silver,65,56,87
CUS-10341,Individual,Port Jonathan,MD,2023-06-16,Active,Email,Bronze,80,47,65
CUS-10342,Family,North Tylerchester,HI,2022-02-17,Active,Email,Silver,56,89,87
CUS-10343,Individual,South Amanda,IN,2021-10-18,Active,Phone,Gold,4,72,90
CUS-10344,Individual,Charleston,NE,2023-11-24,Active,SMS,Gold,30,66,81
CUS-10345,Family,South Samanthamouth,OK,2022-03-15,Active,SMS,Bronze,39,64,88
CUS-10346,Individual,Berrychester,LA,2024-01-29,Active,Phone,Silver,38,45,79
CUS-10347,Family,South Andrewmouth,GA,2020-10-12,Active,Email,Gold,35,96,87
CUS-10348,Individual,Collierstad,CO,2023-05-09,Active,Email,Silver,68,59,81
CUS-10349,Individual,Richardbury,NE,2022-01-06,Active,SMS,Gold,52,62,66
CUS-10350,Family,Warrenfurt,VI,2023-09-08,Active,Email,Silver,56,85,74
CUS-10351,Student,Juliebury,MA,2021-11-10,Suspended,Email,Bronze,59,37,51
CUS-10352,Family,North William,DE,2023-02-16,Active,Phone,Silver,34,80,91
CUS-10353,Family,Port Michael,VA,2020-11-04,Active,Email,Bronze,26,65,62
CUS-10354,Family,East Curtis,KS,2024-02-04,Active,Email,Silver,33,79,84
CUS-10355,Individual,East Carrie,WV,2020-07-18,Active,Phone,Silver,19,55,64
CUS-10356,Individual,East Stephaniefort,NH,2021-12-03,Active,Phone,Bronze,50,47,83
CUS-10357,Individual,Maldonadoshire,SD,2020-11-23,Active,Email,Gold,41,75,100
CUS-10358,Individual,Michellemouth,FL,2023-08-04,Active,Email,Gold,66,61,85
CUS-10359,Individual,Jonesmouth,SC,2022-03-07,Active,Email,Silver,50,51,86
CUS-10360,Individual,Laurashire,AR,2024-11-20,Active,Email,Bronze,27,39,86
CUS-10361,Individual,Williamport,NH,2023-08-01,Active,Email,Bronze,27,46,77
CUS-10362,Family,Johnsonstad,MP,2023-06-18,Active,Phone,Gold,68,94,94
CUS-10363,Individual,Chaseland,RI,2020-10-01,Active,Email,Bronze,23,47,88
CUS-10364,Individual,Fordside,WY,2023-05-06,Active,Email,Bronze,50,53,61
CUS-10365,Individual,South Reginashire,SD,2022-09-29,Active,Email,Gold,36,58,85
CUS-10366,Student,West Cassidy,NY,2022-09-19,Active,SMS,Platinum,29,77,96
CUS-10367,Individual,North Shannon,AS,2022-10-04,Active,SMS,Silver,12,65,59
CUS-10368,Family,Toniland,NY,2021-03-27,Active,Email,Gold,1,96,100
CUS-10369,Family,North John,NV,2024-04-17,Active,Phone,Silver,37,80,76
CUS-10370,Individual,Warrenburgh,MN,2024-03-29,Active,Phone,Silver,47,46,66
CUS-10371,Individual,Samanthafurt,MT,2020-03-07,Active,Email,Platinum,18,78,82
CUS-10372,Individual,Erikaton,WY,2024-02-19,Active,Email,Gold,50,66,70
CUS-10373,Family,Cameronville,OH,2024-05-26,Active,Email,Bronze,42,69,69
CUS-10374,Individual,Mitchellberg,MA,2020-12-10,Active,Phone,Silver,17,69,63
CUS-10375,Individual,New Elizabethstad,ME,2024-03-16,Active,SMS,Platinum,65,83,65
CUS-10751,Individual,Kyliebury,KY,2025-01-12,Active,Email,Silver,55,43,67
CUS-10752,Individual,East Angelaport,WI,2020-09-06,Active,Email,Gold,23,70,79
CUS-10753,Family,Port Melanieport,IL,2020-08-11,Active,SMS,Gold,1,99,100
CUS-10754,Premium,Lake Peter,SD,2023-12-18,Active,Phone,Silver,38,100,92
CUS-10755,Individual,Port Rachaelbury,NM,2020-09-22,Active,Email,Platinum,21,88,77
CUS-10756,Business,Rodriguezfort,SC,2021-04-21,Active,SMS,Silver,1,100,100
CUS-10757,Family,New Pamelatown,MN,2024-02-19,Active,Phone,Platinum,36,84,84
CUS-10758,Individual,Davidshire,MT,2024-07-08,Active,Email,Bronze,38,40,57
CUS-10759,Individual,Amyburgh,WV,2022-11-03,Active,Phone,Bronze,29,47,80
CUS-10760,Family,Bestland,AK,2023-06-15,Suspended,SMS,Bronze,100,65,40
CUS-10761,Premium,North Joseton,AR,2024-06-20,Active,Email,Bronze,34,94,75
CUS-10762,Individual,Hunterhaven,WI,2024-07-25,Active,Phone,Gold,29,70,85
CUS-10763,Individual,Hendersonfurt,CO,2020-02-08,Active,Phone,Platinum,46,86,65
CUS-10764,Student,West Christopher,CO,2021-07-28,Active,Email,Silver,36,46,89
CUS-10765,Family,Port Eric,MD,2021-01-18,Active,SMS,Platinum,35,100,65
CUS-10766,Individual,Willisland,ME,2020-06-26,Active,Email,Gold,50,73,73
CUS-10767,Individual,Blairbury,AR,2020-12-24,Active,Phone,Platinum,48,75,89
CUS-10768,Individual,North Sandy,DE,2024-06-24,Active,Phone,Bronze,79,47,78
CUS-10769,Individual,Salazarton,ME,2021-11-01,Active,SMS,Platinum,53,86,68
CUS-10770,Individual,North Alexander,DC,2020-03-15,Active,Phone,Gold,1,74,72
CUS-10771,Family,East Tylerstad,NC,2023-05-02,Active,Email,Gold,6,92,88
CUS-10772,Individual,Garyberg,WA,2024-04-02,Active,SMS,Bronze,32,42,71
CUS-10773,Individual,Jessicaville,WI,2024-05-01,Active,Email,Bronze,37,36,53
CUS-10774,Student,West Lindsayview,NC,2023-02-20,Active,Email,Bronze,29,34,64
CUS-10775,Premium,West Jennifershire,SC,2024-07-04,Active,Email,Bronze,44,87,86
CUS-10776,Individual,South Spencerstad,AR,2020-09-23,Active,SMS,Bronze,24,44,61
CUS-10777,Individual,Villarrealburgh,MN,2021-01-01,Active,SMS,Gold,34,77,100
CUS-10778,Individual,West Kerri,MH,2021-11-11,Active,Phone,Gold,27,62,94
CUS-10779,Individual,East Joycetown,AZ,2020-07-09,Active,SMS,Gold,19,73,96
CUS-10780,Individual,East Brandonstad,MS,2025-04-24,Active,SMS,Silver,78,51,70
CUS-10781,Individual,East Sarah,PR,2025-02-21,Active,Phone,Gold,39,65,64
CUS-10782,Individual,New Lindachester,IN,2020-08-19,Active,Email,Bronze,49,55,89
CUS-10783,Individual,Johnmouth,KY,2022-11-06,Active,SMS,Gold,18,74,71
CUS-10784,Family,New Nathanhaven,TX,2022-12-27,Active,Phone,Bronze,24,74,66
CUS-10785,Student,East Jeffreyhaven,AZ,2022-02-25,Active,Email,Gold,21,62,100
CUS-10786,Family,Jonesmouth,VI,2023-01-20,Active,Email,Silver,56,84,80
CUS-10787,Individual,Kiaraport,MD,2023-05-05,Active,Phone,Gold,11,65,93
CUS-10788,Individual,New Stephenstad,ID,2020-08-10,Active,Phone,Platinum,10,89,71
CUS-10789,Individual,Anneport,WA,2024-07-31,Active,Phone,Gold,61,52,67
CUS-10790,Family,South Micheal,NM,2022-07-16,Active,Email,Silver,18,74,77
CUS-10791,Individual,Lake Rachel,WV,2024-06-14,Inactive,Email,Platinum,67,73,62
CUS-10792,Individual,East Adam,MT,2023-06-06,Suspended,Email,Bronze,78,36,38
CUS-10793,Premium,East Ambertown,MA,2020-04-18,Active,Phone,Platinum,1,100,71
CUS-10794,Individual,Port Dianeport,CT,2023-12-09,Active,Phone,Gold,35,66,90
CUS-10795,Individual,New Tonya,MT,2023-09-18,Active,Email,Silver,73,55,72
CUS-10796,Individual,Woodwardberg,VT,2024-11-22,Active,Email,Bronze,21,35,87
CUS-10797,Family,Christopherbury,MH,2020-10-05,Active,Phone,Gold,19,100,94
CUS-10798,Family,Haynesstad,NH,2022-07-19,Active,Phone,Silver,28,75,66
CUS-10799,Individual,New Codyberg,SC,2020-01-16,Active,SMS,Silver,32,63,80
CUS-10800,Premium,Jonesshire,AR,2023-03-26,Active,SMS,Gold,30,100,71
CUS-10801,Individual,Batesberg,IA,2025-05-23,Active,Email,Gold,64,58,87
CUS-10802,Individual,Josemouth,AS,2022-12-07,Active,Email,Silver,55,49,89
CUS-10803,Individual,Haynesmouth,MD,2023-04-02,Active,Email,Bronze,59,36,79
CUS-10804,Individual,Nelsonland,ID,2025-01-29,Active,Phone,Silver,71,49,64
CUS-10805,Individual,Port Kayla,CT,2023-11-24,Inactive,Phone,Gold,76,62,58
CUS-10806,Family,North Frank,NH,2023-03-30,Active,Email,Platinum,51,100,61
CUS-10807,Individual,Richardside,MI,2020-06-17,Active,Email,Platinum,6,78,100
CUS-10808,Individual,South Kyle,KS,2024-10-22,Active,Phone,Silver,78,59,54
CUS-10809,Family,North Ericport,GU,2022-01-27,Active,Email,Platinum,25,94,98
CUS-10810,Business,East Marymouth,FL,2021-12-03,Suspended,SMS,Platinum,70,100,57
CUS-10811,Family,Lake Johnstad,MO,2022-04-25,Active,Email,Gold,35,84,76
CUS-10812,Individual,Lake Kentburgh,AK,2024-09-20,Active,Phone,Gold,17,52,77
CUS-10813,Individual,Bondside,WA,2022-09-02,Active,Phone,Gold,31,65,88
CUS-10814,Family,North Steven,AS,2022-03-09,Active,Email,Platinum,1,98,98
CUS-10815,Individual,North Alexander,MP,2021-10-08,Suspended,Phone,Bronze,100,57,50
CUS-10816,Individual,East James,MO,2024-09-25,Active,SMS,Gold,31,59,81
CUS-10817,Family,Ginaland,OR,2021-06-06,Active,Email,Platinum,38,98,100
CUS-10818,Family,Samanthaland,AK,2022-11-30,Active,Phone,Bronze,43,57,52
CUS-10819,Family,East Rachelmouth,AS,2020-01-25,Active,Phone,Gold,12,92,86
CUS-10820,Individual,North Rebecca,MP,2020-03-10,Active,Email,Platinum,32,81,100
CUS-10821,Family,Davidmouth,AR,2023-12-21,Suspended,Email,Silver,84,84,50
CUS-10822,Family,New Ryan,VA,2021-01-13,Active,Phone,Silver,29,75,95
CUS-10823,Individual,Crawfordfurt,TX,2021-07-20,Active,Phone,Gold,40,71,78
CUS-10824,Individual,Thompsonborough,PW,2020-05-31,Active,Email,Silver,3,62,76
CUS-10825,Individual,West Joshua,FM,2020-05-22,Active,SMS,Gold,1,84,100
CUS-10826,Individual,North Christina,RI,2023-01-12,Active,Email,Silver,67,61,63
CUS-10827,Individual,Lake Kenneth,MT,2020-05-29,Active,Phone,Platinum,1,89,79
CUS-10828,Family,Brownview,MS,2020-01-02,Inactive,Phone,Silver,74,85,71
CUS-10829,Individual,South James,FM,2022-11-21,Active,Phone,Silver,33,49,88
CUS-10830,Individual,Lake Virginia,ND,2022-02-26,Suspended,SMS,Gold,70,76,48
CUS-10831,Individual,South Kimberlystad,NJ,2021-09-12,Active,Phone,Platinum,1,82,100
CUS-10832,Business,Coopershire,NY,2021-11-27,Active,Email,Platinum,19,100,78
CUS-10833,Individual,Paulburgh,AK,2022-02-25,Active,Email,Silver,10,69,80
CUS-10834,Individual,Carlatown,MH,2024-12-17,Active,Phone,Bronze,32,31,91
CUS-10835,Individual,Brianfort,NC,2022-03-07,Active,Phone,Silver,39,63,54
CUS-10836,Individual,Katiebury,GA,2020-04-24,Active,Phone,Gold,3,85,100
CUS-10837,Individual,East Dianeview,ND,2023-10-20,Active,Phone,Gold,24,56,68
CUS-10838,Family,Port Wendybury,OK,2022-09-28,Active,Email,Platinum,1,94,78
CUS-10839,Individual,Kellyburgh,HI,2023-07-19,Active,Email,Gold,39,74,73
CUS-10840,Family,New Louis,WA,2020-05-10,Active,Email,Gold,41,100,76
CUS-10841,Individual,Robintown,VT,2021-02-19,Active,SMS,Platinum,33,84,84
CUS-10842,Individual,Staceyshire,FL,2023-11-02,Active,Email,Gold,60,60,60
CUS-10843,Individual,Port Vanessa,FM,2021-11-18,Active,Email,Platinum,3,81,100
CUS-10844,Individual,Weaverburgh,NM,2021-05-13,Inactive,Email,Bronze,84,62,83
CUS-10845,Individual,North Brianbury,AK,2020-11-19,Active,Email,Bronze,11,45,95
CUS-10846,Business,Smithborough,AS,2022-05-02,Active,Phone,Gold,1,100,79
CUS-10847,Family,West Jennifer,PW,2022-12-07,Active,Email,Bronze,52,58,88
CUS-10848,Individual,Brianberg,OR,2022-10-20,Active,Email,Gold,17,68,93
CUS-10849,Individual,Port Daniel,NC,2021-04-27,Active,SMS,Platinum,29,83,99
CUS-10850,Individual,Susanstad,VT,2022-08-08,Active,Phone,Bronze,19,41,66
CUS-10851,Family,Willismouth,ME,2025-02-09,Active,Email,Silver,22,61,79
CUS-10852,Individual,Derekburgh,VA,2022-06-09,Active,Phone,Gold,25,59,71
CUS-10853,Family,Connerfort,SD,2025-03-09,Active,Email,Bronze,52,53,54
CUS-10854,Business,Grantside,UT,2024-01-17,Active,Phone,Gold,42,98,76
CUS-10855,Family,Jeffreyshire,GU,2021-10-29,Active,Email,Gold,5,92,83
CUS-10856,Individual,South Kurt,UT,2023-04-13,Active,SMS,Bronze,69,55,76
CUS-10857,Individual,Davidtown,UT,2022-02-03,Active,Phone,Gold,11,65,89
CUS-10858,Individual,Rosalesshire,AZ,2023-11-18,Active,Email,Bronze,49,48,77
CUS-10859,Individual,New Lucas,AS,2021-12-04,Active,Email,Bronze,53,60,89
CUS-10860,Premium,Lake Ariana,NM,2023-03-29,Suspended,SMS,Bronze,89,97,44
CUS-10861,Business,West Julie,IA,2021-03-19,Active,SMS,Gold,21,100,81
CUS-10862,Individual,Toniburgh,SC,2022-06-08,Active,SMS,Silver,15,66,57
CUS-10863,Individual,Port Jennamouth,NV,2020-03-31,Active,Email,Platinum,1,88,100
CUS-10864,Individual,West Jasonland,MI,2024-07-16,Active,SMS,Silver,35,44,88
CUS-10865,Family,Kristintown,AR,2023-11-20,Active,SMS,Bronze,38,61,58
CUS-10866,Individual,Kimchester,GA,2023-10-02,Active,Phone,Gold,57,72,60
CUS-10867,Student,Snyderfurt,MI,2022-08-07,Active,SMS,Silver,57,49,89
CUS-10868,Individual,Garciafort,WY,2023-07-21,Active,Phone,Bronze,64,45,81
CUS-10869,Individual,East Shannon,AS,2022-05-22,Active,Phone,Silver,42,54,57
CUS-10870,Family,West Andrewview,CT,2021-11-18,Active,Email,Platinum,36,100,66
CUS-10871,Individual,West Georgefurt,GA,2022-01-18,Active,Email,Silver,45,66,55
CUS-10872,Individual,New Shellyland,MA,2024-05-03,Active,SMS,Bronze,27,53,85
CUS-10873,Family,Bushchester,SD,2024-03-20,Active,SMS,Bronze,67,60,67
CUS-10874,Individual,New Pamela,GA,2021-07-01,Active,Email,Bronze,24,52,84
CUS-10875,Individual,North Markborough,MT,2022-12-14,Active,Email,Silver,60,64,66
CUS-10876,Individual,Donnaport,IA,2022-01-23,Active,SMS,Platinum,54,71,72
CUS-10877,Business,North Philipside,MP,2022-07-26,Active,Email,Bronze,1,76,70
CUS-10878,Individual,Hernandezstad,AL,2023-11-28,Active,Email,Bronze,80,54,45
CUS-10879,Individual,Millerfort,ID,2023-10-29,Active,Email,Bronze,48,54,52
CUS-10880,Individual,North Jamieport,CO,2020-05-08,Active,SMS,Platinum,23,95,87
CUS-10881,Individual,Anthonyport,WY,2021-12-03,Active,Phone,Gold,35,76,98
CUS-10882,Individual,Ruizview,CO,2021-09-14,Active,SMS,Silver,52,58,64
CUS-10883,Individual,Lopezfurt,MN,2021-08-13,Active,Email,Silver,31,56,93
CUS-10884,Premium,South Bradley,NV,2023-12-28,Active,Email,Bronze,50,83,60
CUS-10885,Individual,Bakerview,OK,2020-03-25,Suspended,Phone,Gold,53,70,43
CUS-10886,Individual,East Karenville,CO,2020-03-12,Active,SMS,Bronze,28,62,65
CUS-10887,Individual,Lindseychester,WV,2020-09-05,Inactive,Email,Gold,29,78,85
CUS-10888,Individual,New Bruce,MS,2024-02-21,Active,Phone,Silver,38,58,71
CUS-10889,Student,Sheppardfort,OK,2024-03-24,Suspended,Phone,Bronze,96,37,32
CUS-10890,Family,South Kent,MO,2024-02-07,Active,Email,Silver,27,72,56
CUS-10891,Individual,New Ashleyhaven,AS,2024-09-18,Active,Email,Bronze,58,51,61
CUS-10892,Individual,North Stacy,NV,2021-03-30,Active,Phone,Bronze,5,59,87
CUS-10893,Family,East Teresa,AS,2025-05-15,Active,Phone,Bronze,40,69,90
CUS-10894,Individual,East Brad,CO,2020-04-24,Inactive,Email,Bronze,84,58,67
CUS-10895,Individual,Harrisberg,MP,2020-01-25,Active,Email,Platinum,45,92,66
CUS-10896,Individual,Luisland,CO,2024-12-23,Active,SMS,Gold,28,56,92
CUS-10897,Family,Hawkinsside,MD,2022-04-28,Active,Phone,Bronze,18,68,87
CUS-10898,Student,Apriltown,WY,2022-12-11,Suspended,Email,Platinum,86,69,28
CUS-10899,Individual,Rodriguezberg,FL,2023-08-01,Inactive,Email,Silver,95,63,49
CUS-10900,Individual,North Annaville,WY,2024-08-31,Active,Phone,Bronze,72,41,83
CUS-10901,Individual,Mikaylastad,FM,2023-02-19,Active,Email,Gold,8,64,88
CUS-10902,Student,Bakerfort,OK,2024-09-04,Active,Email,Silver,38,45,64
CUS-10903,Individual,Johnsonview,MO,2023-11-09,Active,Email,Gold,41,56,100
CUS-10904,Family,New Charlotte,UT,2023-04-05,Active,Email,Bronze,53,71,57
CUS-10905,Individual,Williamsmouth,UT,2024-02-10,Active,SMS,Bronze,23,37,76
CUS-10906,Individual,North Julie,PW,2023-11-20,Active,Email,Bronze,46,54,73
CUS-10907,Individual,Pennytown,MA,2021-08-20,Active,SMS,Gold,41,81,73
CUS-10908,Family,Larryfort,PR,2023-05-11,Active,Phone,Gold,52,85,77
CUS-10909,Family,Port Jeremyport,WA,2023-11-10,Active,Phone,Bronze,29,54,63
CUS-10910,Individual,Schroedermouth,KY,2022-02-02,Active,Email,Platinum,4,72,83
CUS-10911,Individual,Jacobsland,ID,2021-03-28,Active,Phone,Gold,34,78,98
CUS-10912,Family,Lewischester,WA,2023-12-09,Active,Email,Silver,24,67,64
CUS-10913,Premium,Malonestad,GU,2022-09-09,Active,Phone,Bronze,20,100,89
CUS-10914,Family,New Laceyland,ME,2021-12-01,Active,Email,Platinum,1,97,78
CUS-10915,Business,Taylorhaven,FM,2020-10-18,Active,Email,Gold,1,100,77
CUS-10916,Individual,East Jamesborough,MP,2024-05-05,Active,Email,Bronze,22,49,93
CUS-10917,Individual,East Antonioton,PW,2020-08-31,Inactive,Email,Silver,30,57,61
CUS-10918,Premium,Janetview,MN,2021-02-24,Active,Email,Platinum,1,100,79
CUS-10919,Family,Wagnerville,TX,2025-04-12,Active,Phone,Bronze,74,66,85
CUS-10920,Individual,East Nathanmouth,HI,2023-03-13,Active,SMS,Gold,33,62,76
CUS-10921,Student,Matthewsstad,MI,2020-12-17,Inactive,Phone,Platinum,26,69,97
CUS-10922,Business,Port Patricia,WA,2022-08-30,Active,Phone,Gold,1,98,92
CUS-10923,Student,West Anthonyton,GA,2022-05-18,Active,Email,Bronze,26,31,84
CUS-10924,Individual,Port Jeffrey,IN,2020-10-05,Active,Email,Silver,46,54,56
CUS-10925,Individual,West Denise,NY,2020-08-24,Active,Email,Platinum,33,88,78
CUS-10926,Individual,Port Kimberlytown,NJ,2021-08-18,Suspended,Email,Platinum,89,86,46
CUS-10927,Individual,Lake Glen,AS,2023-10-12,Active,Email,Silver,62,46,55
CUS-10928,Individual,East Johnnyport,VT,2022-03-31,Active,SMS,Platinum,52,74,64
CUS-10929,Individual,Rodneyfurt,PR,2021-02-11,Active,Phone,Platinum,1,79,97
CUS-10930,Family,Stephenborough,NH,2021-07-24,Active,Phone,Gold,39,100,88
CUS-10931,Individual,Ericafurt,OR,2023-09-27,Active,Email,Silver,37,48,82
CUS-10932,Individual,North Williamstad,OH,2021-05-28,Active,Email,Platinum,1,74,73
CUS-10933,Family,Kennethville,NJ,2022-10-17,Active,SMS,Bronze,51,67,59
CUS-10934,Individual,West Vanessamouth,VI,2023-06-30,Active,Email,Gold,59,70,88
CUS-10935,Individual,Joseport,ID,2023-09-17,Active,Phone,Silver,71,61,80
CUS-10936,Individual,New Kathy,MH,2024-04-13,Active,Email,Platinum,34,77,84
CUS-10937,Business,Port Meredithfurt,TN,2022-06-25,Active,Email,Gold,36,100,73
CUS-10938,Individual,Erintown,SD,2020-10-02,Active,Email,Platinum,26,88,100
CUS-10939,Family,Brightview,PW,2023-03-17,Active,Phone,Bronze,13,68,74
CUS-10940,Individual,Sullivanton,OR,2022-02-12,Active,Email,Platinum,14,70,69
CUS-10941,Individual,West Jessica,IN,2020-09-19,Active,Email,Platinum,1,93,91
CUS-10942,Individual,Knoxstad,NY,2022-05-26,Active,Email,Bronze,48,45,66
CUS-10943,Individual,Meganside,HI,2021-10-01,Active,SMS,Bronze,21,43,77
CUS-10944,Individual,Connorberg,WA,2023-01-07,Active,Email,Gold,35,73,89
CUS-10945,Individual,Jessicaside,WV,2023-11-26,Active,Email,Bronze,56,46,69
CUS-10946,Individual,Lake Rachel,SD,2024-07-13,Active,Phone,Bronze,51,48,71
CUS-10947,Individual,East Michaelport,MT,2021-09-05,Active,Email,Gold,46,63,95
CUS-10948,Individual,Nathanshire,LA,2021-06-27,Active,SMS,Gold,5,80,74
CUS-10949,Family,Yorkfort,AR,2023-03-30,Active,Email,Bronze,61,72,78
CUS-10950,Individual,South Pamelahaven,DE,2021-12-12,Active,Phone,Silver,54,59,77
CUS-10951,Family,Morenochester,AR,2021-10-03,Active,Email,Gold,21,97,77
CUS-10952,Business,East Victoria,MA,2023-07-09,Active,SMS,Gold,8,100,86
CUS-10953,Premium,Benitezmouth,FL,2022-12-27,Active,SMS,Platinum,43,100,100
CUS-10954,Individual,Michelleburgh,WI,2021-02-14,Active,Email,Bronze,43,51,79
CUS-10955,Individual,South Marvinburgh,MD,2024-10-27,Active,Email,Bronze,46,39,69
CUS-10956,Family,North Shannonborough,WV,2021-06-09,Active,Email,Silver,10,77,59
CUS-10957,Individual,New Kathy,NM,2024-08-21,Active,Email,Platinum,37,82,65
CUS-10958,Individual,East Christinachester,MO,2021-07-12,Active,Email,Platinum,33,88,75
CUS-10959,Family,Sanfordfurt,AL,2020-03-27,Suspended,Email,Bronze,95,67,31
CUS-10960,Family,New Jamesstad,AL,2024-11-10,Active,SMS,Gold,52,73,85
CUS-10961,Premium,Katherinehaven,ID,2024-01-23,Active,Email,Gold,27,100,98
CUS-10962,Family,Lake Adambury,IN,2023-04-03,Inactive,SMS,Bronze,96,58,56
CUS-10963,Individual,Larryville,MS,2024-05-02,Active,Email,Silver,44,50,79
CUS-10964,Individual,Garyton,ME,2020-08-06,Active,SMS,Gold,6,82,72
CUS-10965,Individual,Stephenhaven,PA,2022-02-06,Active,Email,Gold,24,66,83
CUS-10966,Business,Ryanberg,MA,2025-04-02,Active,Email,Silver,24,75,94
CUS-10967,Individual,Howardborough,GA,2024-02-23,Active,SMS,Silver,70,50,62
CUS-10968,Individual,Smithbury,VA,2021-09-25,Active,Phone,Platinum,35,73,97
CUS-10969,Business,East Jessica,OR,2024-10-22,Active,Email,Platinum,54,100,79
CUS-10970,Individual,North Michael,SD,2024-08-11,Active,Email,Gold,20,66,100
CUS-10971,Individual,South Nancyview,WI,2024-07-21,Active,Email,Bronze,75,34,76
CUS-10972,Individual,New Virginiaville,SD,2022-04-25,Inactive,Email,Gold,83,62,64
CUS-10973,Family,North Hannahchester,NV,2022-11-02,Active,Email,Gold,33,87,93
CUS-10974,Family,Martinezview,NJ,2024-04-09,Active,Phone,Silver,70,83,54
CUS-10975,Individual,East Heather,SC,2021-02-13,Active,Email,Bronze,10,49,91
CUS-10976,Family,West Robertville,TN,2024-04-21,Active,Phone,Gold,53,86,80
CUS-10977,Individual,Cindyberg,MT,2024-11-23,Active,Email,Silver,72,51,64
CUS-10978,Individual,New Jenniferville,LA,2022-04-28,Active,Email,Silver,58,67,63
CUS-10979,Individual,Port Danielborough,PA,2020-02-17,Inactive,Phone,Gold,78,67,84
CUS-10980,Individual,Port Jose,NC,2023-12-07,Active,Email,Silver,58,52,58
CUS-10981,Individual,West Jade,LA,2022-01-23,Active,Phone,Bronze,37,52,82
CUS-10982,Family,North Amy,PW,2022-10-09,Active,Phone,Bronze,63,65,66
CUS-10983,Family,Lake Sarah,MA,2022-02-21,Active,SMS,Gold,46,88,73
CUS-10984,Individual,North Alexander,CO,2022-04-16,Active,Email,Platinum,10,88,96
CUS-10985,Premium,Port Audreyfort,FL,2022-01-27,Active,Phone,Silver,19,98,77
CUS-10986,Student,Port Williamville,MH,2022-03-25,Active,Phone,Platinum,42,78,78
CUS-10987,Individual,Dawnmouth,LA,2023-02-14,Active,Email,Bronze,67,47,85
CUS-10988,Premium,Stevenville,GU,2024-07-01,Active,Phone,Bronze,21,93,95
CUS-10989,Individual,Port Benjamin,LA,2022-03-19,Active,Email,Platinum,1,87,81
CUS-10990,Individual,Lauriemouth,NE,2022-10-28,Active,Email,Silver,13,57,91
CUS-10991,Individual,North Melissaton,AL,2021-06-17,Active,Email,Bronze,56,49,72
CUS-10992,Premium,Lake Deborah,MA,2021-08-02,Inactive,Email,Platinum,66,100,90
CUS-10993,Individual,Patriciaview,FM,2025-01-02,Active,Phone,Silver,80,45,79
CUS-10994,Business,West Lisaburgh,DE,2023-09-08,Active,Email,Bronze,8,77,70
CUS-10995,Individual,Rossmouth,KY,2021-06-16,Active,Email,Bronze,58,56,51
CUS-10996,Individual,Vaughnfort,AS,2023-12-23,Active,Email,Bronze,66,38,54
